Product_ID,Product_Name,Market_Demand_Trends,Economic_Indicators,Industry_Forecasts
P598,Product_598,Low,56.39111850987134,Positive
P599,Product_599,Low,55.87971989987663,Neutral
P600,Product_600,Low,67.27677122273694,Neutral
P601,Product_601,Medium,30.81695640331512,Negative
P602,Product_602,Medium,2.1770457893227846,Negative
P603,Product_603,Medium,25.445721906761243,Neutral
P604,Product_604,Medium,0.30154715910887253,Positive
P605,Product_605,Low,21.790130867295908,Negative
P606,Product_606,High,7.302952591545731,Neutral
P607,Product_607,Low,42.36973847786252,Negative
P608,Product_608,Medium,70.03848780971758,Negative
P609,Product_609,Low,54.11635040799055,Neutral
P610,Product_610,High,6.025563131707001,Neutral
P611,Product_611,Low,89.42184453384515,Positive
P612,Product_612,High,98.61372480822769,Neutral
P613,Product_613,Medium,47.207120084565034,Negative
P614,Product_614,Low,28.70907068913201,Positive
P615,Product_615,Low,17.998132682570855,Neutral
P616,Product_616,Low,13.542886648943774,Negative
P617,Product_617,Low,64.15250001723564,Positive
P618,Product_618,Medium,72.92894992670476,Positive
P619,Product_619,High,96.37825669375206,Positive
P620,Product_620,High,37.44609206382676,Negative
P621,Product_621,Low,89.13336052185268,Negative
P622,Product_622,Medium,44.85371326626858,Positive
P623,Product_623,High,91.7115076681728,Negative
P624,Product_624,High,37.7496349630099,Positive
P625,Product_625,High,8.02499926293667,Positive
P626,Product_626,High,96.41443763806859,Negative
P627,Product_627,High,87.4553721690925,Negative
P628,Product_628,High,13.298980633567336,Positive
P629,Product_629,Medium,86.02865811271212,Negative
P630,Product_630,Low,11.863316728527561,Neutral
P631,Product_631,High,99.2846776077587,Positive
P632,Product_632,Medium,39.305863178404074,Positive
P633,Product_633,Medium,12.734708732260858,Negative
P634,Product_634,Low,97.87243770263359,Negative
P635,Product_635,Low,83.48216116687155,Negative
P636,Product_636,High,75.61794148589321,Neutral
P637,Product_637,Low,97.84906826791389,Negative
P638,Product_638,Low,46.300390119477996,Positive
P639,Product_639,Medium,71.90939750108521,Negative
P640,Product_640,Medium,42.412802973340156,Negative
P641,Product_641,Medium,37.927646803379375,Positive
P642,Product_642,High,22.966406678789873,Positive
P643,Product_643,High,46.062527854859624,Neutral
P644,Product_644,Low,15.512137320376729,Negative
P645,Product_645,Low,18.84804512367424,Neutral
P646,Product_646,High,87.52081746237273,Positive
P647,Product_647,High,76.54899292651164,Positive
P648,Product_648,Medium,3.221731490998103,Positive
P649,Product_649,High,66.01976858022853,Positive
P650,Product_650,High,61.49232072089125,Positive
P651,Product_651,Low,93.6237930385445,Neutral
P652,Product_652,Low,88.90413419577911,Negative
P653,Product_653,Medium,24.066629414321195,Positive
P654,Product_654,High,6.729090288949536,Negative
P655,Product_655,Low,59.394414747935734,Positive
P656,Product_656,High,44.644106624860235,Neutral
P657,Product_657,High,67.2023636872219,Neutral
P658,Product_658,Medium,87.2212417786392,Neutral
P659,Product_659,High,24.47341512183925,Neutral
P660,Product_660,Medium,4.423673005599782,Negative
P661,Product_661,Low,43.89628114874606,Neutral
P662,Product_662,Low,53.97598089074284,Neutral
P663,Product_663,Low,75.43857087472844,Neutral
P664,Product_664,Low,77.60636214646998,Positive
P665,Product_665,Medium,14.01355751149046,Neutral
P666,Product_666,Medium,99.34834412430483,Negative
P667,Product_667,Low,23.41615171416569,Positive
P668,Product_668,Low,91.63970331215671,Negative
P669,Product_669,Low,57.6110335580287,Positive
P670,Product_670,Medium,57.7474814637882,Negative
P671,Product_671,Low,77.25382124821238,Negative
P672,Product_672,Medium,81.83824890901529,Negative
P673,Product_673,High,23.690403477672064,Positive
P674,Product_674,Low,87.62583221738072,Negative
P675,Product_675,Medium,98.56955607251258,Negative
P676,Product_676,Medium,52.12510542649235,Positive
P677,Product_677,Medium,41.35602064468037,Negative
P678,Product_678,High,27.515392050860545,Positive
P679,Product_679,Low,55.67181181052345,Neutral
P680,Product_680,Medium,59.16671222427031,Negative
P681,Product_681,Low,73.52121093241696,Positive
P682,Product_682,Medium,17.513318826253066,Neutral
P683,Product_683,Low,67.87501232862515,Negative
P684,Product_684,High,55.585066598371256,Neutral
P685,Product_685,Medium,4.6884096952454986,Negative
P686,Product_686,Medium,34.441482977260954,Positive
P687,Product_687,High,64.33160653065333,Neutral
P688,Product_688,Low,38.11546324625953,Neutral
P689,Product_689,Medium,52.44630598927621,Neutral
P690,Product_690,High,69.63084073090899,Neutral
P691,Product_691,Medium,40.825917682958845,Negative
P692,Product_692,Medium,29.98884944354011,Positive
P693,Product_693,Medium,18.387897874724935,Neutral
P694,Product_694,Low,53.79282643908174,Positive
P695,Product_695,High,24.096818901107408,Negative
P696,Product_696,High,22.534454837990115,Positive
P697,Product_697,High,85.75412385730206,Positive
P698,Product_698,High,14.435174916517845,Negative
P699,Product_699,Medium,46.30251594986109,Neutral
P700,Product_700,Low,5.762393446554204,Negative
P701,Product_701,High,41.26774889810844,Neutral
P702,Product_702,Low,41.65078666604069,Negative
P703,Product_703,High,52.99918140030857,Positive
P704,Product_704,High,38.84190488074609,Neutral
P705,Product_705,Medium,25.49956456075365,Negative
P706,Product_706,Medium,33.02629936241049,Negative
P707,Product_707,Medium,7.907043339480535,Negative
P708,Product_708,Low,44.9786825829248,Neutral
P709,Product_709,Medium,37.10774935220479,Positive
P710,Product_710,Medium,53.56355363472156,Negative
P711,Product_711,High,82.94062852150323,Negative
P712,Product_712,High,5.15366291140138,Positive
P713,Product_713,Medium,37.71679749613398,Positive
P714,Product_714,Medium,60.49694463828358,Positive
P715,Product_715,Low,3.9547554207000513,Positive
P716,Product_716,Low,7.278432837250293,Negative
P717,Product_717,High,80.46506178505452,Negative
P718,Product_718,Low,58.7583688827643,Neutral
P719,Product_719,Medium,67.14505222354119,Negative
P720,Product_720,Medium,21.701652168776242,Negative
P721,Product_721,High,20.88890885522503,Positive
P722,Product_722,Medium,90.70328275335156,Neutral
P723,Product_723,Medium,30.318802563115767,Positive
P724,Product_724,Medium,90.89941607068009,Negative
P725,Product_725,Medium,21.180777204900803,Negative
P726,Product_726,Low,19.00236976301487,Negative
P727,Product_727,Low,74.1475203017266,Neutral
P728,Product_728,Low,74.68792274562418,Positive
P729,Product_729,Low,75.43307429471676,Neutral
P730,Product_730,Low,91.44412967755882,Negative
P731,Product_731,High,69.56262857049818,Negative
P732,Product_732,Medium,70.37685826757038,Positive
P733,Product_733,High,39.663205977623505,Positive
P734,Product_734,Medium,23.933095896303126,Positive
P735,Product_735,Medium,32.16150088274022,Positive
P736,Product_736,Medium,28.30591975201796,Negative
P737,Product_737,High,46.62504608456054,Neutral
P738,Product_738,Medium,64.87213399951126,Positive
P739,Product_739,Medium,30.84222842869283,Positive
P740,Product_740,Low,35.96446179808418,Positive
P741,Product_741,Low,88.28119523620404,Negative
P742,Product_742,Medium,46.60040669039505,Negative
P743,Product_743,Low,80.2816621820021,Positive
P744,Product_744,High,72.24135731867732,Negative
P745,Product_745,Medium,76.16289693097113,Neutral
P746,Product_746,High,32.0233284788806,Negative
P747,Product_747,Low,20.312749125588624,Negative
P748,Product_748,Low,31.2922018870191,Positive
P749,Product_749,High,4.571544798109473,Neutral
P750,Product_750,Medium,86.40848414694823,Negative
P751,Product_751,Low,74.12523787164889,Positive
P752,Product_752,Low,1.6219901001260473,Neutral
P753,Product_753,Low,55.33115635421741,Positive
P754,Product_754,High,58.403189911799814,Positive
P755,Product_755,High,72.00119377492224,Negative
P756,Product_756,Low,29.51922875077382,Negative
P757,Product_757,Medium,19.619178272683378,Neutral
P758,Product_758,High,23.001862600326362,Neutral
P759,Product_759,Medium,56.9789512704035,Neutral
P760,Product_760,High,24.573001637534407,Positive
P761,Product_761,High,55.06425325170752,Negative
P762,Product_762,Medium,94.34645450476305,Negative
P763,Product_763,Medium,33.75642840365079,Positive
P764,Product_764,Medium,76.33606256663198,Positive
P765,Product_765,High,48.862110053381514,Neutral
P766,Product_766,Medium,72.35579463965777,Negative
P767,Product_767,Medium,73.95940906598835,Positive
P768,Product_768,Medium,46.082899844820524,Positive
P769,Product_769,Medium,73.27722370250189,Neutral
P770,Product_770,Medium,35.21761683319934,Neutral
P771,Product_771,Medium,13.995852858061731,Neutral
P772,Product_772,Medium,54.65463287257874,Neutral
P773,Product_773,High,18.404777286126752,Negative
P774,Product_774,Medium,88.93645297150078,Negative
P775,Product_775,High,99.03235408798564,Neutral
P776,Product_776,Low,95.72368939126436,Negative
P777,Product_777,Low,52.394441540407946,Negative
P778,Product_778,High,83.90684935949547,Positive
P779,Product_779,Medium,7.433041144302566,Negative
P780,Product_780,High,81.79959108547534,Negative
P781,Product_781,Low,4.851439419641224,Neutral
P782,Product_782,High,0.6383824440778896,Neutral
P783,Product_783,Low,13.749153049696016,Neutral
P784,Product_784,High,63.070164793307626,Positive
P785,Product_785,High,6.796794166542264,Positive
P786,Product_786,High,15.102964646474614,Neutral
P787,Product_787,High,21.87196724543937,Positive
P788,Product_788,High,45.600965897143396,Positive
P789,Product_789,Low,6.045011891301888,Negative
P790,Product_790,High,63.772859176065566,Negative
P791,Product_791,High,93.3903721098001,Negative
P792,Product_792,High,91.2751454734833,Neutral
P793,Product_793,Medium,65.92843419898628,Neutral
P794,Product_794,Low,1.5731766869219732,Neutral
P795,Product_795,High,53.22124850127366,Positive
P796,Product_796,Low,41.133850821741646,Negative
P797,Product_797,High,1.6726147602629915,Negative
P798,Product_798,Medium,72.2192721625721,Neutral
P799,Product_799,Low,53.57381029239248,Neutral
P800,Product_800,Medium,28.66885365332856,Neutral
P801,Product_801,Medium,50.22160322454364,Neutral
P802,Product_802,High,69.78590762170623,Neutral
P803,Product_803,Low,43.057320867603785,Neutral
P804,Product_804,Low,93.97119127942128,Neutral
P805,Product_805,Low,17.92668410168321,Negative
P806,Product_806,Low,91.80488444590112,Positive
P807,Product_807,High,52.438540122581635,Positive
P808,Product_808,High,24.09688323135082,Negative
P809,Product_809,Medium,61.97808424119352,Negative
P810,Product_810,High,25.241819631468044,Positive
P811,Product_811,Low,35.44411008605714,Neutral
P812,Product_812,High,79.49363320834668,Positive
P813,Product_813,Medium,7.901924381443537,Negative
P814,Product_814,Low,95.92977941485302,Positive
P815,Product_815,Low,45.89977455511851,Neutral
P816,Product_816,Medium,24.320789419288204,Negative
P817,Product_817,Medium,69.72363160986993,Negative
P818,Product_818,Low,29.997464033992305,Positive
P819,Product_819,High,82.80620787133806,Negative
P820,Product_820,High,8.061691860657715,Positive
P821,Product_821,Low,99.16747052834864,Positive
P822,Product_822,Low,64.98944517939228,Negative
P823,Product_823,Low,3.1684503655884377,Negative
P824,Product_824,High,40.52782981042863,Positive
P825,Product_825,High,37.716956848428715,Negative
P826,Product_826,Low,47.600510013189115,Negative
P827,Product_827,Medium,63.67480755556387,Neutral
P828,Product_828,Low,70.2845150019106,Negative
P829,Product_829,Low,8.268612250580176,Positive
P830,Product_830,High,84.53297945403281,Positive
P831,Product_831,Low,64.49072419433021,Negative
P832,Product_832,High,33.12706169922398,Neutral
P833,Product_833,Medium,97.732922328979,Negative
P834,Product_834,Low,97.38397456359999,Negative
P835,Product_835,Medium,89.47912121426998,Neutral
P836,Product_836,Low,91.9152215440212,Negative
P837,Product_837,Medium,22.976649710101672,Positive
P838,Product_838,High,90.1272959024585,Neutral
P839,Product_839,Low,69.22877124514751,Neutral
P840,Product_840,Low,56.67841469906292,Positive
P841,Product_841,Medium,27.109505270840195,Negative
P842,Product_842,High,92.41592666085664,Negative
P843,Product_843,Medium,68.44287434636415,Neutral
P844,Product_844,Medium,28.03730137594912,Positive
P845,Product_845,High,54.30306983255584,Neutral
P846,Product_846,Medium,65.81092404790355,Negative
P847,Product_847,Medium,17.935450322006908,Negative
P848,Product_848,Low,85.04276001042477,Positive
P849,Product_849,Medium,1.5658095191934618,Neutral
P850,Product_850,Low,20.715811540958363,Neutral
P851,Product_851,High,14.419156128357692,Negative
P852,Product_852,Medium,82.06907414846971,Positive
P853,Product_853,High,82.09023877851368,Negative
P854,Product_854,Low,92.88749402533284,Positive
P855,Product_855,Low,29.92768895808625,Negative
P856,Product_856,Low,56.39581996237649,Negative
P857,Product_857,Medium,56.669591989107836,Positive
P858,Product_858,Low,84.94424252894267,Negative
P859,Product_859,Low,67.70349658766818,Positive
P860,Product_860,Medium,54.056243100561076,Neutral
P861,Product_861,Medium,38.384621408290606,Positive
P862,Product_862,Medium,73.9745170920719,Positive
P863,Product_863,Low,79.04980852341498,Negative
P864,Product_864,Low,68.93105411839751,Negative
P865,Product_865,Medium,7.842769101852809,Negative
P866,Product_866,Medium,74.54565612548836,Positive
P867,Product_867,High,34.585949818563776,Negative
P868,Product_868,High,9.768578735804745,Negative
P869,Product_869,Medium,23.21440043946702,Neutral
P870,Product_870,Medium,7.6018246565705105,Neutral
P871,Product_871,High,60.51687432006422,Positive
P872,Product_872,Medium,61.38652336214363,Positive
P873,Product_873,Low,59.56086620442795,Neutral
P874,Product_874,Low,96.89205272015549,Positive
P875,Product_875,Low,32.63766469778542,Positive
P876,Product_876,Medium,63.4122947404735,Neutral
P877,Product_877,Medium,78.35481389804622,Neutral
P878,Product_878,High,45.05501947596926,Positive
P879,Product_879,Medium,22.813838985421654,Positive
P880,Product_880,Medium,55.30377249504838,Negative
P881,Product_881,High,37.54269959915276,Positive
P882,Product_882,Medium,18.5737845895401,Negative
P883,Product_883,High,58.58751212110512,Neutral
P884,Product_884,Medium,38.00727135367252,Neutral
P885,Product_885,Medium,77.21674041346898,Neutral
P886,Product_886,Medium,29.537948070507625,Neutral
P887,Product_887,Medium,24.644978130689655,Positive
P888,Product_888,Low,7.350668372242152,Positive
P889,Product_889,Low,26.79720308946144,Negative
P890,Product_890,Medium,37.99999930834558,Neutral
P891,Product_891,Low,78.38902818702226,Positive
P892,Product_892,High,15.427689060311977,Negative
P893,Product_893,Low,38.96219753971564,Negative
P894,Product_894,High,36.07002281140604,Negative
P895,Product_895,High,9.15204286962391,Neutral
P896,Product_896,High,94.29602273424524,Negative
P897,Product_897,Low,44.47358649962953,Neutral
P898,Product_898,Medium,76.13464912009718,Negative
P899,Product_899,Medium,10.223141411324587,Negative
P900,Product_900,Low,8.72972323551161,Negative
P901,Product_901,High,43.09795159760391,Positive
P902,Product_902,Low,55.69850322212279,Neutral
P903,Product_903,Medium,51.24408484104587,Negative
P904,Product_904,Low,10.329292734162433,Neutral
P905,Product_905,Low,8.96188419603875,Neutral
P906,Product_906,Medium,55.4219805397572,Negative
P907,Product_907,Medium,59.69245552870913,Negative
P908,Product_908,High,78.44387242528074,Positive
P909,Product_909,High,86.37181772681916,Negative
P910,Product_910,Medium,1.2340614883954437,Neutral
P911,Product_911,High,41.38100697681274,Neutral
P912,Product_912,Medium,77.91691056244039,Positive
P913,Product_913,Low,72.48438440347913,Negative
P914,Product_914,High,55.9536545762476,Neutral
P915,Product_915,Medium,99.27302001280566,Neutral
P916,Product_916,Low,24.274252036184386,Neutral
P917,Product_917,Low,52.110453076349884,Neutral
P918,Product_918,Medium,68.53159917945565,Neutral
P919,Product_919,Medium,16.950174524515905,Negative
P920,Product_920,Low,26.891896353014754,Positive
P921,Product_921,Low,26.840679714921066,Negative
P922,Product_922,Medium,14.593482064654783,Positive
P923,Product_923,Medium,16.720740075913266,Neutral
P924,Product_924,Low,27.59618716024036,Positive
P925,Product_925,Low,29.975225392156325,Positive
P926,Product_926,Medium,78.26666241654856,Positive
P927,Product_927,Medium,36.112491228952805,Negative
P928,Product_928,Low,94.42222956313942,Negative
P929,Product_929,Medium,72.08994524555928,Neutral
P930,Product_930,Medium,49.58024367228626,Positive
P931,Product_931,Medium,61.66687920357899,Positive
P932,Product_932,Medium,45.78616329056946,Positive
P933,Product_933,High,13.548952568067607,Positive
P934,Product_934,High,0.6767369425471514,Neutral
P935,Product_935,Low,39.56919784264058,Negative
P936,Product_936,High,84.16133867218508,Negative
P937,Product_937,Medium,37.98899561470483,Positive
P938,Product_938,High,86.21983105655143,Negative
P939,Product_939,Low,44.02229214812533,Positive
P940,Product_940,Low,43.06162209471722,Neutral
P941,Product_941,Low,82.35352401398752,Neutral
P942,Product_942,High,65.10368583666188,Negative
P943,Product_943,High,59.43929190644954,Positive
P944,Product_944,High,30.04352846791234,Neutral
P945,Product_945,Low,60.3211268389813,Negative
P946,Product_946,Medium,69.52922955218813,Neutral
P947,Product_947,Medium,47.900974239545526,Neutral
P948,Product_948,Low,17.763727131914063,Positive
P949,Product_949,Low,39.82395825440081,Negative
P950,Product_950,Low,31.913766482061256,Positive
P951,Product_951,Low,73.48743654411865,Negative
P952,Product_952,Medium,63.29024619684167,Neutral
P953,Product_953,High,96.77630854836052,Positive
P954,Product_954,High,78.19743696035765,Positive
P955,Product_955,Medium,32.588623744290544,Positive
P956,Product_956,High,28.03001464642175,Positive
P957,Product_957,Medium,78.58665316770607,Negative
P958,Product_958,High,36.50155373952375,Negative
P959,Product_959,Medium,93.20671525884457,Positive
P960,Product_960,High,19.980004871060718,Positive
P961,Product_961,Low,99.72649257304451,Negative
P962,Product_962,Low,17.99272126086997,Negative
P963,Product_963,High,76.7617907748365,Positive
P964,Product_964,Medium,2.6916108675335337,Negative
P965,Product_965,High,72.72133638085589,Positive
P966,Product_966,High,94.29749154177833,Positive
P967,Product_967,Low,20.964839636128353,Positive
P968,Product_968,Medium,79.76855210314035,Neutral
P969,Product_969,Low,83.12818087103611,Positive
P970,Product_970,High,6.915867193762626,Negative
P971,Product_971,Low,84.77879300389948,Neutral
P972,Product_972,Medium,79.50456247414766,Negative
P973,Product_973,High,67.29776523955405,Negative
P974,Product_974,High,13.917912269634037,Negative
P975,Product_975,Low,30.2832642510691,Positive
P976,Product_976,Medium,25.268168493109165,Negative
P977,Product_977,Medium,15.414323445585653,Negative
P978,Product_978,Medium,42.31279551169035,Negative
P979,Product_979,Medium,37.6990818038323,Neutral
P980,Product_980,Medium,44.90667208336339,Positive
P981,Product_981,High,59.79338547530375,Positive
P982,Product_982,High,58.22440192163369,Neutral
P983,Product_983,Medium,53.43674012021171,Negative
P984,Product_984,Medium,92.34957540064467,Neutral
P985,Product_985,High,86.96337244786983,Neutral
P986,Product_986,High,41.83006923172265,Positive
P987,Product_987,Medium,3.6765164067751988,Positive
P988,Product_988,Medium,96.84280407393685,Neutral
P989,Product_989,High,70.16342870555931,Negative
P990,Product_990,Low,81.2296975678995,Positive
P991,Product_991,Low,59.381994335487754,Negative
P992,Product_992,Low,91.44012487305845,Positive
P993,Product_993,High,10.936942524428694,Negative
P994,Product_994,High,24.82309688449028,Negative
P995,Product_995,High,66.46938871965469,Negative
P996,Product_996,Low,16.633849328011152,Neutral
P997,Product_997,Medium,61.26779023132971,Positive
P998,Product_998,High,56.32202922076598,Negative
P999,Product_999,High,64.50312039067737,Negative
P1000,Product_1000,High,64.67436060280929,Neutral
P1001,Product_1001,Low,96.68111335686056,Neutral
P1002,Product_1002,Medium,33.1596702081835,Negative
P1003,Product_1003,Low,79.62310644273127,Negative
P1004,Product_1004,Low,10.594455160608717,Positive
P1005,Product_1005,Low,9.860655858172752,Positive
P1006,Product_1006,High,22.200107954946336,Neutral
P1007,Product_1007,Low,74.68530276328158,Neutral
P1008,Product_1008,Medium,55.79934163430206,Positive
P1009,Product_1009,Medium,68.76644087972895,Positive
P1010,Product_1010,Medium,22.103173617853635,Positive
P1011,Product_1011,Medium,37.41195678050381,Positive
P1012,Product_1012,Low,46.306320855276454,Negative
P1013,Product_1013,Medium,67.955548754774,Negative
P1014,Product_1014,Medium,69.04373057221306,Negative
P1015,Product_1015,Low,15.074493247991338,Neutral
P1016,Product_1016,Low,99.77027254146535,Positive
P1017,Product_1017,High,48.27710844915312,Negative
P1018,Product_1018,Low,29.54322205184059,Positive
P1019,Product_1019,Low,92.05475446710577,Positive
P1020,Product_1020,High,8.585479942015805,Neutral
P1021,Product_1021,High,83.13177447071385,Negative
P1022,Product_1022,Low,73.01507230227826,Negative
P1023,Product_1023,High,34.832865232147526,Positive
P1024,Product_1024,Medium,34.30666808436261,Negative
P1025,Product_1025,Low,78.42699975286969,Negative
P1026,Product_1026,High,52.111482980047164,Positive
P1027,Product_1027,High,34.83002966356465,Positive
P1028,Product_1028,High,9.76230311257089,Neutral
P1029,Product_1029,High,72.1993943279708,Negative
P1030,Product_1030,Low,45.24471932568361,Positive
P1031,Product_1031,High,6.717434004145916,Negative
P1032,Product_1032,High,4.468305267532113,Negative
P1033,Product_1033,High,71.07789897552524,Positive
P1034,Product_1034,Medium,2.258511520311235,Negative
P1035,Product_1035,Medium,34.307794755674834,Negative
P1036,Product_1036,Low,10.936268178477382,Neutral
P1037,Product_1037,Low,80.00501257505573,Negative
P1038,Product_1038,Medium,92.99224464885924,Neutral
P1039,Product_1039,Medium,74.04894846969316,Neutral
P1040,Product_1040,High,51.599390189687334,Positive
P1041,Product_1041,High,55.191028982502,Negative
P1042,Product_1042,Medium,33.098965555316916,Negative
P1043,Product_1043,Low,42.63693836216823,Neutral
P1044,Product_1044,Medium,46.20541574944224,Positive
P1045,Product_1045,Low,79.77557883042651,Neutral
P1046,Product_1046,Medium,62.976031887867876,Neutral
P1047,Product_1047,High,18.638692528366196,Neutral
P1048,Product_1048,Low,65.73079111586098,Negative
P1049,Product_1049,High,39.558237812811335,Negative
P1050,Product_1050,Medium,73.73883695461372,Negative
P1051,Product_1051,Low,88.3097374419305,Negative
P1052,Product_1052,Low,44.95750113740799,Positive
P1053,Product_1053,Low,42.95528411033435,Neutral
P1054,Product_1054,High,0.44500433261365213,Positive
P1055,Product_1055,Medium,21.479610507029644,Neutral
P1056,Product_1056,High,27.83448305154256,Neutral
P1057,Product_1057,Low,70.37597433383002,Positive
P1058,Product_1058,High,79.60080509078782,Positive
P1059,Product_1059,Low,57.734790520185264,Neutral
P1060,Product_1060,High,79.95023568867097,Negative
P1061,Product_1061,Medium,53.688901057064406,Negative
P1062,Product_1062,High,36.57930294125148,Neutral
P1063,Product_1063,High,19.70742751475455,Neutral
P1064,Product_1064,High,11.395497070516193,Positive
P1065,Product_1065,High,67.07014282244185,Positive
P1066,Product_1066,Medium,48.94839788058029,Negative
P1067,Product_1067,Low,96.59163999491079,Negative
P1068,Product_1068,Low,31.340411005147416,Positive
P1069,Product_1069,Low,38.86392609127493,Negative
P1070,Product_1070,Medium,39.2544005714392,Negative
P1071,Product_1071,Medium,11.423207333627817,Positive
P1072,Product_1072,High,35.19849244171217,Negative
P1073,Product_1073,Medium,45.78605861765346,Positive
P1074,Product_1074,Low,17.252751301033975,Neutral
P1075,Product_1075,Medium,67.35888623147335,Negative
P1076,Product_1076,Low,80.06133831847073,Positive
P1077,Product_1077,Medium,91.86825798040964,Negative
P1078,Product_1078,Medium,59.016836497747875,Neutral
P1079,Product_1079,Low,67.21100817169827,Neutral
P1080,Product_1080,Low,31.318574486569794,Neutral
P1081,Product_1081,Medium,23.857272643879057,Positive
P1082,Product_1082,Medium,11.694890397075197,Positive
P1083,Product_1083,High,37.33060709643106,Neutral
P1084,Product_1084,Low,14.135854326803132,Negative
P1085,Product_1085,High,38.84632693099908,Negative
P1086,Product_1086,Medium,59.642581744393176,Neutral
P1087,Product_1087,Low,57.48060448744145,Neutral
P1088,Product_1088,Medium,42.30387820732123,Negative
P1089,Product_1089,Low,48.66702156923834,Neutral
P1090,Product_1090,Medium,53.73792699980208,Negative
P1091,Product_1091,High,91.9160996714682,Neutral
P1092,Product_1092,High,93.06949377052453,Negative
P1093,Product_1093,High,17.323480214858478,Neutral
P1094,Product_1094,Low,16.686552382738906,Negative
P1095,Product_1095,Low,28.883477404934567,Neutral
P1096,Product_1096,Low,18.709857996240263,Positive
P1097,Product_1097,High,84.1985214136548,Neutral
P1098,Product_1098,Low,61.94099787891749,Negative
P1099,Product_1099,Medium,86.55222308564123,Negative
P1100,Product_1100,Low,95.18419504879671,Neutral
P1101,Product_1101,High,48.46089194456839,Positive
P1102,Product_1102,High,19.512849163424917,Neutral
P1103,Product_1103,Medium,38.394417586795306,Negative
P1104,Product_1104,Low,56.158207733510444,Negative
P1105,Product_1105,Low,65.30697606129188,Neutral
P1106,Product_1106,Medium,40.913434836787474,Neutral
P1107,Product_1107,Medium,49.17258800240638,Neutral
P1108,Product_1108,High,71.01423728457972,Negative
P1109,Product_1109,Low,44.38517428092622,Neutral
P1110,Product_1110,Medium,16.725348742805878,Negative
P1111,Product_1111,Low,56.53977992449752,Neutral
P1112,Product_1112,Medium,79.58808896024273,Negative
P1113,Product_1113,High,22.05295062965893,Positive
P1114,Product_1114,Medium,3.2695086858070765,Negative
P1115,Product_1115,Medium,22.484341664320684,Positive
P1116,Product_1116,Medium,28.867031014121302,Negative
P1117,Product_1117,Medium,78.07401974299653,Positive
P1118,Product_1118,Medium,56.56504611858595,Neutral
P1119,Product_1119,Low,77.25476381623712,Negative
P1120,Product_1120,High,49.531334303115436,Positive
P1121,Product_1121,High,51.08059802145585,Positive
P1122,Product_1122,Medium,57.27140539452928,Positive
P1123,Product_1123,Medium,26.788890939290088,Negative
P1124,Product_1124,Low,54.31061820930451,Neutral
P1125,Product_1125,Medium,99.08936200057101,Neutral
P1126,Product_1126,Medium,54.20433791176298,Negative
P1127,Product_1127,Low,75.6786242437441,Negative
P1128,Product_1128,Medium,76.00041308923083,Negative
P1129,Product_1129,Low,44.13665797289704,Negative
P1130,Product_1130,High,21.854193501007344,Negative
P1131,Product_1131,Medium,42.515468673718296,Positive
P1132,Product_1132,High,73.5988697633674,Positive
P1133,Product_1133,Medium,65.36717023800722,Neutral
P1134,Product_1134,Medium,24.753162486634352,Negative
P1135,Product_1135,Medium,87.48098462768843,Positive
P1136,Product_1136,High,3.2230395449193816,Positive
P1137,Product_1137,Medium,26.281522474122767,Positive
P1138,Product_1138,Low,86.21996254975242,Neutral
P1139,Product_1139,High,8.698300599358898,Negative
P1140,Product_1140,Low,86.52904703762955,Neutral
P1141,Product_1141,Low,11.738602649891106,Positive
P1142,Product_1142,Medium,81.18889125954065,Positive
P1143,Product_1143,Medium,20.987816758977406,Neutral
P1144,Product_1144,High,73.76129820043138,Positive
P1145,Product_1145,High,68.91335871117624,Neutral
P1146,Product_1146,Low,86.1048696270242,Positive
P1147,Product_1147,Medium,61.02618026194768,Negative
P1148,Product_1148,Low,42.81670612542451,Positive
P1149,Product_1149,Medium,61.61511997821552,Negative
P1150,Product_1150,Low,78.48493099705848,Neutral
P1151,Product_1151,Medium,81.35298654954337,Neutral
P1152,Product_1152,High,80.54404933702783,Negative
P1153,Product_1153,High,57.00743448049983,Negative
P1154,Product_1154,Medium,53.228079737041156,Negative
P1155,Product_1155,Low,59.6857685884599,Neutral
P1156,Product_1156,High,16.837736460308438,Negative
P1157,Product_1157,Medium,97.90001564029885,Negative
P1158,Product_1158,Medium,29.263469792405694,Positive
P1159,Product_1159,Low,57.27355798135926,Positive
P1160,Product_1160,Medium,95.2397345438725,Negative
P1161,Product_1161,High,51.4414988350036,Neutral
P1162,Product_1162,High,90.01552885718593,Neutral
P1163,Product_1163,Low,81.51809058727709,Positive
P1164,Product_1164,Low,13.558890642800915,Positive
P1165,Product_1165,High,75.00941364891159,Negative
P1166,Product_1166,Low,41.15962231067471,Negative
P1167,Product_1167,High,5.928588652973044,Neutral
P1168,Product_1168,Medium,27.73235355842678,Positive
P1169,Product_1169,Low,65.58962771809709,Positive
P1170,Product_1170,High,70.14265273964315,Negative
P1171,Product_1171,Low,13.269085623083443,Negative
P1172,Product_1172,Medium,14.624344342496132,Negative
P1173,Product_1173,High,32.20967116093769,Negative
P1174,Product_1174,High,24.755474002267107,Positive
P1175,Product_1175,High,84.35556566434693,Negative
P1176,Product_1176,Medium,39.270075030221584,Positive
P1177,Product_1177,High,14.217163307536785,Negative
P1178,Product_1178,Low,63.24019824617888,Positive
P1179,Product_1179,High,62.7812820778974,Neutral
